,userName,content,score
754,Zaidan Akram Ruslani,"Jujur ni game jadi lebih mantap daripada sebelumnya, semoga di update 4.0 dan seterus akan jauh lebih baik lagi, dan untuk developer nya please jangan blunder kaya sebelumnya.",5
755,Decky Pratama,BAGUS Tapi kurang nya adalah size nya yang cukup besar jadi saya sarankan untuk orang yang hp nya gak kuat mending jangan main game ini tapi bagi hp yang kuat bisa nyobain game ini itu aja saran dari saya,5
756,aldi firmansyah,"SERUU BANGETT,tapi please la banyak fitur yang diminta player genshin malah yang dapet fitur"" nya hsr,blm lagi bansos event yg beda jauh hadiahnya sama hsr TOLONG DONG biar f2p tetep full senyum mwehehe",4
757,Ferdi Ansyah,Bagus sih..hp sayanya aja yg kentang makanya frame² dan ngefreeze segala macem haha,4
758,Saya Tidak tau,Mohon banget hoyovers.....! Kasik tampilan xiao yg mode beast nya. Kan yg orang tau hanya tampilan human nya saja.,5
759,Dovanna Ichsan 11,"Jika bisa yang pakai bahasa indonesia, itemnya juga diberi judul bahasa indonesia, seperti apple diganti menjadil apel, entah kenapa itemnya tetap bahasa inggris",4
760,suwanto putro,Gamenya sangat bagus dan seru untuk dimainkan karakternya lucu lucu,5
761,Vincent. R,Tolong buat mode offlinenya genshin impact donk mihoyo Dan ceritanya bisa di skip biar cepat kelar misinya,5
762,R U I,Gamenya bagus story desain character juga bagus tapi tolong untuk optimasi ping jaringanya di perbaiki jujur agak menganggu ping selalu ada di atas 100ms padahal untuk game lain tidak,4
763,Bass Roman,"Mantap, game nya gak bosenin. Penuh perualangan dan teka teki yang mainnya bikin mikir banget. Grafiknya juga mantap",5
764,「キリル」,"Jumlah Resin terlalu sedikit dn nungguin ny jg lama 8 menit ketimbang game sebelah yg 5 menit+kapasitas ny lbih bnyk, coba dipermudah lagi buat farm artefak kyk bs self choice main stat buat artefak nya. Tambahin konten end game, minimal tcg dpt primo dri pd cuma jdi fitur berdebu",5
765,shahreza fikry,"udah 1 tahun lebih main, suka banget sama ini game, tapi tolong untuk meningkatkan kembali pengoptimalan gameplay pada device spec rendah terimakasih :D",5
766,Zero Lucifer,Kenapa setiap saya login harus download data tambahan ?? Padahal saya sudah update pembaruan ☹️,3
767,katong Grandong,"Selama main sampe AR 50 gak pernah bosen, karna meski quest story udah habis developer selalu update misi sehingga betah buat main, dan hadiah primonya pun gak pelit menurut saya, game open word paling the best sih",5
768,Miko,Hadiah di setiap patch nya masih g banyak perubahan:(,1
769,Wewe Gombel,"Game nya udah bagus banget,saya menyarankan untuk menambahkan hadiah yang ada di chest ya.thaks",5
770,rikza zaka,"minimal gacha 90 perreset banner peresentasi dapatkan char 25% primo cuma dari acievement,quest,cest,event itupun waktu terbatas. ditambah update 4.0 artefact substat spam deff%, resin nambah 1/ 5menit.level damage boss makin gak imbang dengan perolehan artefact sedemikian rupa. sekedar saran untuk developer,paling tidak seharusnya kecilkan presentase perolehan char/weapon b5,artefact yang setara dengan level/damage boss per update game,&adakan absen login harian ingame dengan teward if/primo.Tq",5
771,Dilan gerhana,Kenapa saya tidak bisa login (jaringan eror)padahal lancar aja kalo YouTube atau apapun,2
772,Viraa __,"semuanya sudah bagus mulai dari grafik,alur cerita,bahkan pemandangan yang di sajikan,tapi sayangnya ini game spek nya cukup di atas rata² sih developer mungkin bisa kompres biar pemain semakin nyaman",4
773,Sri Nanti,"Grafik game ya udah bagus,quest ya seru banget,tapi kenapa akhir akhir ini saya pas mau main kenapa nge lag ya?contohnya pas mau ngejalanin story quest tatarglia malah kek nge bug dan nge lag gitu,tolong dibenerin ya hoyoverse semuanya udah bagus kok cuma kadang suka nge bug sama nge lag aja pas lagi ngejalanin story quest aja.sekian terimakasih :)",4
774,Ageng Tautus,"Adain mode trial dong, biar player bisa pake party atau karakter sesuka hatinya. Energy tak terbatas lah, gak ada CD lah. Jadi biar bisa seru seruan juga sekalian. Mohon juga yah, saya main di hp. Waktu saya pake karakter Chongyun yang berelemen Cryo, saya kan pake elemental skill buat bekuin air. Nah, visual bekunya gak ada padahal pas saya injak masih beku. Mohon perbaiki yah. Terus di area Sumeru jangan ada area tertutup di waypoint ama domain. Mohon buat pihak Hoyoverse dan pihak COGNOSPHERE",4
775,Captain design,"Game ini bagus banget tp kendala nya selalu masalah sinyalnya ,tolong dong developer untuk lebih di tingkatkan lagi fiturnya ,kalo bisa ,,,,, tolong buatkan fitur Doble sinyal seperti game ML 🙏",5
776,Rizaldy Jasmin,"Gamenya yg seru dari segala aspek. Grafik nomor 1, walaupun setingan midlow tp tetep bisa ngasih grafik yg memanjakan mata. Storynya jg seru, penasaran sm kelanjutanya. Moga nanti update gk terlalu makan bnyak space yaa",4
777,Rizal YT,"Saya memainkan genshin impact dan di Helio p22 ram 4GB agak patah² tapi gk terlalu, mohon bantuannya developer di tingkatkan lagi performance nya biar agak gak lag di settingan grafik terendah, kalau udah di tingkatkan performance nya saya akan tambahin lagi bintang nya jadi 5 terimakasih.🙏",4
778,Ahmat Ridho,"Untuk saat ini game nya sih oke oke aja,tapi untuk tambahan game kontrolnya untuk bisa di setting sesuai keinginan,kadang mau lari kepencet skill untuk basic attack",5
779,Risalatus Zainiah,"Udah hampir 3 tahun mainin ini game. So far genshin is the best mobile game that i ever played. Tapi ada satu masalah yang sampai sekarang nggak hoyoverse perbaikin. Please add more of resin maximum! I mean, karakter yang kita dapatkan semakin bertambah dan masih banyak karakter yang perlu kita build. Tolong untuk hoyoverse menambah batas maksimum resin dan waktu pemulihannya.",4
780,Shaquille Bagas Eduartanto,Satu hal yang kurang di game ini adalah masalah koneksi.Entah harus berapa mbps wifi/kuota yang saya perlukan untuk main game ini dengan ping yang lancar dibawah 100 ms.Semakin update semakin naik ping di game ini.Mohon diperbaiki masalah koneksi di genshin impact agar pemain bisa bermain dengan lancar,4
781,abymael artya fisabilillah,"Overall udah bagus banget ini game! Cuman setelah saya update ke versi 3.7 ini saya mendapatkan bug damage saya eror, damage elemental menjadi kecil yang awalnya 9000 menjadi 1000 namun damage physical atau basic attack tetep sama, advanture rank saya 39. Mohon diperbaiki segera.",3
782,Jilan Nabilah,"Gamenya bagus banget, saya baru main di 2022, dari segi grafik, backsound sangat bagus, dan lagi karakter karakter nya keren menambah koleksi husbu dan waifu, saya cukup sedih dengan kekalahan rate off yang terus menerus, dan lagi setiap gacha artefak selalu ampas, jujur ini lumayan menyiksa, saya merasa terpaksa memainkan game ini seharian penuh hanya untuk mendapatkan Primo, derita player F2p 😅 sekian 🙏🙏",4
783,Syafiq Saifulloh F,"Untuk sekarang sudah ada peningkatan. Cuma aku kasih saran, kasih senjata dagger/pedang kecil dan gameplay yg ngandalin serangan cepat. Mungkin kedepannya bisa jadi pertimbangan pemain"" baru dan creator Youtube yg merekomendasikan game ini.",4
784,Rizky Basri Irawan,"Game bagus seru trus banyak yang harus di persiapkan secara matang bikin berfikir luas, tapii tombol nya kaga bisa di geser. Tolong dong di tambahin opsi pengaturan tobolnya. Kesel tiap kali maju malah mukul",4
785,寒いÒbi,"ada bug dimana kalo saya memulai tantangan tiba tiba game langsung keluar. sebelum sebelumnya gapapa, tapi yang ini kenapa yaa??? hmm udah turunin grafik di low bgt tetep aja ngebug",3
786,Anna Bella,"Gw awal main di PS5, baru tau GI udh support di HP gw walaupun download data nya lama nya minta ampun banget tapi dari pengalaman main di PS5, game ini awalnya seru banget sekarang agak jarang main tapi seru sih ngerjain quest sampe berjam-jam, grinding artifak sampe resin abis, gacha karakter malah kalah 50/50, sama co-op gangguin orang lain wkwk, masih banyak lagi tapi itu cuman dari pengalaman gw tapi personally gw suka sama game ini karena grafik nya indah banget, dan design karakter unik.",5
787,rifki desnande,"Gameplay nya udah bagus cuman game terlalu memerlukan device high end, saya harap saya bisa memainkan genshin lebih lama di divice low end saya. tambahan; substat roll yang ngak guna. 160 resin 1hari dikira cukup apa buat upgrade artefact? Belum lagi mora yang kepake hadeh.😞 Gini amat jadi budak game, apa-apa harus diacak.",2
788,27_Matthew Hendranata,"Game nya sudah sangat bagus, gw sudah main dari pra register, cuma mohon banget ya bagi dev sekali aja buat artefak nya jangan trus def doang, enchant def juga, buka box def juga, masuk domain dapet def juga.... Gw lucu dan heran aja, sial trus tiap gacha artefak gaada yang bagus apa tangan gw yang kurang hoki😂😭",4
789,Titi Editia,"Permainan nya sangat bagus aku suka,dan banyak pertualangan yang menanti itu seperti kita memasuki dunia lain dan menyelesaikan misi pokoknya aku suka❤️❤️",5
790,Fherris Aprianto,"Gamenya bagus sih, grafiknya pun sudah bagus, cuman kekurangannya kadang habis pakai elemental burst, indikator darah musuh langsung hilang.",5
791,Zahran Ramdhani,"Ini benar2 game rpg open word yang sangat bagus,story nya yang sangat banyak dan seru dari tiap karakter serta quest dunia dari tiap map yang yang penuh teka teki yang seru.",5
792,At Taqi,"Game nya bagus dan grafik nya juga bagus.tapi saya sedikit bosen sm quest nya saya lebih suka quest honkai star rail. Tapi karena banyak waifu saya,saya kasih bintang lima.Tapi ya... gacha di genshin impact menurut saya sedikit nyebelin sih😥,tapi gpp dh",5
793,rezi,"game MMORPG paling gua suka dari segi grafik,desain char,event dll dan paling gua suka dari semua itu adl dari segi story gua paling suka story nya, oh iya kalo bisa si bikin fitur pilih mainstat artefak itu bisa dipilih sendiri biar ngga ampas mulu dapatnya fitur itu harapan semua player genshin plise mihoyo kabulin😭🗿🙏🏻",5
794,IVA NABIL AZHAR PRASETYO,Gua sih blm download datanya tapi banyak yang bilang game ini bagus banget grafiknya sama cerita dan karakternya dan katanya juga game ini pernah jadi top 1 game RPG terbaik dan coba game ini bisa di mainin di hp ram 2 jadi yang hp nya ram 2 bisa main game ini,5
795,Bless s,"Story tellingnya bener2 buruk. Saya berjam-jam duduk ngerjain archon quest isinya dialog semua gak selesai2 meskipun di skip2. Story tellingnya terlalu bertele-tele, banyak dialog yang diulang-ulang & gk penting.",3
796,Ahmad Hamzaa,"Pemandangan nya keren coy berasa banget, tpi minimal main di resolusi medium dan rekomendasi saya ya main di PC supaya anda merasakan sensasi yang lebih wow.",5
797,Arman 01,"Alur cerita game nya lumayan menarik, kontrolnya juga udh bgs , itu dulu game nya bagus udah sangat bagus , hanya saja yang ingin saya tau adalah apakah di game ini udh bisa Mabar sama temen? Itu saja terimakasih",5
798,Nayla,Gamenga seru dan asik waktu ngelawan yg bikin ngeselin itu adalah pas lagi nge gacha itu tu ngumpulin ticket atau permata nya susah karena masih pemain baru jadi agak bingung buat ngedapetinnya sebenarnya sih tau caranya tapi kadang² harganya naik jadi harus nyari terus kalo boleh bisa tidak harga buat gacha nya di turunin,4
799,Taufiq Hasbullah,"Ini rumah kedua ku... Dari awal rilis sampe sekarang masih betah.. nyoba game sejenis selalu pengen pulang ke genshin CS nya fast response, akun pernah di retas.. tapi udah balik lagi.. Tingkatkan lagi keamanan nya aja HoyoVerse.",5
800,Devi Indriyani,"Game nya parah sekali, dimainin baru seminggu ngelag parah. Sudah 3 kali masuk tapi 1 menit logout sendiri. Sudah ganti sinyal, ram yang masih kosong. Tetap tidak ada perubahan, sayang sekali saya sangat suka game ini",1
801,Zynx,"Mendapatkan artefak dengan stats yang diinginkan sangat sulit, padahal sudah 2 bulan lebih main domain yang sama tapi belum pernah dapat yang bagus malah di spam def dan hp. Tolong Mihoyo permudahkan mendapatkan artefak dengan stats yang bagus, terima kasih.",1
802,Andi Fharendra,"Gamenya bagus dan menarik,dunia permainan luas jadi tdk mudah bosan,hanya saja system lvling lmyan lama ya krna jumlah monster sedikit,ya semoga tidak ad kendala lain. Terima kasih",5
803,4NE1 멸망,"Sebelum mendownload game ini, pastikan anda memiliki minimal satu dari tiga kriteria berikut: 1. KEBERUNTUNGAN 2. KEKAYAAN 3. KESABARAN. Jika anda tidak memiliki satu pun dari ketiga hal di atas, sebaiknya anda mencoba game lain. Game ini sangat bergantung kepada ketiga hal tersebut, terutama poin nomor 1 (keberuntungan).",4
804,Dj Selayar Remix,"Game nya sudah bagus, tapi untuk item yang dijual di toko souvenir, tolong di refresh lagi supaya bisa dibeli lagi, soalnya susah melawan monster yang sudah level 50 tapi senjata belum diupgrade, mau beli item upgrade tapi di toko sudah habis dan tidak pernah terisi lagi, mau domain tapi ada di hari tertentu, itu pun kalo kita bisa menang lawan monster di dalam domain, karena monsternya sudah kuat tapi hero dan senjata kita belum upgrade karena kendala di item nya,, bikin malas main, sumpah,,",1
805,Sabrinabrina Brina,Ya cuman mau bilang ini game lumayan seru sih buat yang pengen lihat karakter yang menarik di mata cuman ini game tergantung ama performanya jadi kalo mau main pake grafik rata kanan harus kenceng tuh performanya kalo gak kenceng ya tau sendiri lah🗿,5
806,vicki rasta,Saran tolong 1 aja di kasih tombol mata untuk lihat kanan kiri jadi ga harus geser2 layar biar simpel seperti di game pubg mobil dan gambar karakter di perhalus dikit lagi ya yg lain udah ok banget makasih,5
807,Aji Saputra,"Sumpah ini game keren bngt si menurut gw, cuma ada saran nih dari gw kalo kita sedang dalam satu dunia itu Adain fitur pesan suara, atau pake mic biar komunikasi sama temen lebih mudah jangan Ama ketikan doang. Itu aja si Saran dari gw selebihnya oke bngt GK nyesel si kalo download top lah ini game tingkatkan buat developer",5
808,ilham fitrah ramadhan,"Game paling seru berasa Heliang di dunia game meskipun gak pernah healing di dunia nyata, untuk karakter dan yang lain lainnya keren banget, cuma 1 saja sih kalau bisa harga top up nya di murahin",5
809,BOOT GAME,Gamenya bagus banget tpi saran saya di kasi fitur voice chat jdii kita bisa ngobrol dengan teman biar gak ngetik panjang panjang klo perlu bantuan atau mau kasi petunjuk ke teman....,4
810,Kayla Fakhira,"Dari segi cerita, grafik, dll udah bagus. Tapi sayangnya, kadang kalau aku selesain quest, primogemnya nggak masuk, sudah kuhitung, ada sekitar 100 primogem yang belum masuk. Itu susah lho didapetin",3
811,Pak Sigun,"Awal bermain 2.7 sampai sekarang di patch 3.7, selama bermain saya sangat menikmati alur cerita, petualangan di game, bahkan sering berfikir jika bisa pindah, saya ingin pindah ke dunia buatan kalian.saya sudah lelah dengan semua apapun Didunia nyata.",5
812,Gazi Lawrence,"maaf untuk saat ini saya turun kan bintang nya menjadi bintang 1, karna aplikasi genshin impact saya tidak bisa masuk, tidak bisa login dan hanya samapai logo hoyovers dan tidak pernah masuk kedalamnya, padahal 2 hari sebelum nya sesudah update itu masih bisa login, samapai sekarang aplikasi genshin impact saya masih belum bisa berjalan seperti semula. 😓😤😡",5
813,Toastyfoxy,"Gamenya ini yang dari dulu gua harapin sumpah dah,game nya bagus banget cuman gua pas jalanin tugas:negeri melayang diantara beribu batu,gak bisa dikerjain plisssss kasih tau solusinya,gua udah cari di youtube tapi kayak beda gitu",4
814,Vara Vara,Game nya kalau mau di buka lama banget loading nya tapi grafik nya bagus bgt agak kecewa sih soal nya pas masuk download data nya lama bgt semoga dipercepat ya 👍😊,4
815,Rydenn,"Gameplay dan story sangat bagus, pengaturan grafik bagus, hanya saja di update 3.7 game terasa lebih lag dibanding v3.6, penyimpanan masih lega sisa 157gb, entah lah genshin makin berat",3
816,Siti Naima,Bagus sieh tapi kalo mau login trus ada dowload data nya tapi lama banget sampai sekitaran 4-5 hari tapi pas main itu lumayan lah aku kasih bintang 4 karna download data nya lama banget tapi gpp lah bagus sieh,4
817,Pabiyan Farisy,"Untuk segi gameplay, fisual dll udah bagus tapi ping nya masih agak bermasalah saya bermain game ini pasti ping nya di atas 130mbps, itu aja sih masalah ny selebihnya nya udah bagus aja",5
818,Thomas Oktavian,"Game sangat seru, tapi tambahin lagi dong, mapnya terus juga mode pvp biar bisa adu artefak kyk gmn tapi harus sesuai lv berapa, terus juga mode coop kyk 4vs4 karakter beh pasti seru bgt",5
819,Nesya kirana,"Gamenya bagus karena banyak husbando dan waifu, trus grafiknya jg bagus, open world, tapi buat nemuin sesuatu yang baru itu harus nunggu lama banget, jadi ya rada bosen jg sih",5
820,Irma Rosari Junita,"Gamenya bagus, seru bisa mabar sama teman dan ayang wkwk Tapi saran aja tolong dipermudah dalam mencari bahan untuk upgrade Hero nya serta primogem didalam kotak ""common chest"" kalo bisa dibanyakin wkwk",5
821,Keke Santi,"Bagus banget gamenya,cuman di awal susah sih karena harus donlod lagi",4
822,Erisa Andriana,"trimakasih atas cutscene childenya yg sangat emejing, pls kasih lebih banyak scene childe dan jgan dibikin meninggal ya hoyo🙏🙏 arigathanks",5
823,TB Bar bar,"Game nya asik,bisa liat waifu/husbu,open world nya itu yang bikin game ini seru,apalagi kalo misi yang saling serang,buat mihoyotod,update nya nnti jan gede gede yah😘",5
824,abdul hafidz asyahir,"Kenapa kalau pake jaringan wifi malah gabisa connect?tetapi kalau pake data malah bisa, Padahal game lain malahah normal semua",5
825,Jerrico F.M,Game ini makin lama tidak f2p family kalo soal gacha ya emang tapi setiap misinya yaampun suruh kalahin 3 monster tebel dalam 25 detik gimana caranya kadal. Jadi yang bisa ngalahin palingan player lama yang punya artefak bagus atau orang buang buang duit,4
826,Achmad Maulana,"Sunguh game yang luar biasa, ceritanya bagus banget, dan yang paling aku suka adalah gameplaynya yang begitu mulus. Dan setiap karakter memiliki keunikan tersendiri...👍👍👍",5
827,Nameless Man,"Mentang mentang playernya udah banyak, fanservice dikurangin, malah gada sama sekali bagi saya,,, coba liat game sebelah kaya nikke, blue archive, dll bahkan sodaranya sendiri honkai impact musim summer ngasih fanservice, karakter2 yg pake baju renang yg enak diliat banyak dirilis, goodluck genshin udah ceritanya kebanyakan buat level anak2 ga da unsur dark, desain karakter baru gada yg menarik, sekalian aja pakein gamis semuanya biar bentuk tubuhnya ketutup gakeliatan samsek 🥱",1
828,Dezka A. Prasetya,"Story gim rpg mobile terbaik yang saya mainkan. Sistem gacha normal, meskipun reward tidak seberapa. Kekurangan utama adalah perkembangan kisah yang lambat, namun beban permainan meningkat tajam. Tidak semua perangkat user bisa mengikuti (terutama soal penyimpanan). Semoga tim pengembang menyadari hal ini, dan mengemas kisah Traveler Teyvat kita se-EPIC mungkin tanpa terhadang oleh quest ampas dan event-event yang membosankan.",5
829,Toto Raharjo,"Gila ini, sebenarnya yang error itu Googlenya, Xiaomi, apa gamenya sih parah bener buang² paket data saja kau",1
830,yuki asfa,Ini game udh bagus banget tapi ada 1 masalah yaitu kenapa ping saya selalu stuck di 90 atau 100 padahal sinyal bagus bagus aja saya coba liat yt 1080 lancar loh,5
831,Sardo Nainggolan,"Game apaan ini kapasitas nya besar sekali , harus download 25034,47 MB lagi untuk bisa bermain . Berarti 25GB , asu lah",1
832,SHADOW CRACK [AMV] [EDIT],Tolong diperbaiki lagi min semenjak update Fontaine kemarin setiap gw login suka stuck di loading trs,4
833,Lyn,"Game ini bagus banget mulai dari grafiknya, karakternya,dan masih banyak lagi cuman Explor & farmingnya aja yang susah Trims.",5
834,Muhammad Radja,"untuk keamanannya sistem gamenya di perkuat lagi, karna akun saya kemarin - kemarin kena hack oleh orang rusia, yang tadinya memakai email @gmail tiba - tiba terganti oleh @rambler, dan yang mengalami ter hack ini sangat banyak bukan hanya saya saja, oke itu aja sih tolong ditindak lanjuti karna ini merugikan pemain genshin lainnya... terima kasihh tolong pengertiannya hoyoverse...",5
835,Edy Murwan,Saya baru main dan saya pakai wifi kenapa kalau pakai wifi saat mengunduh data itu lama banget bisa 1 jam saya menunggu semoga dibetulkan agar lebih cepat ya♡,5
836,Iwan Atang,game nya seru dan ga bakalan bosen mainin nya...mantap poko nya...,5
837,Crown MC,"masih heran sama yg ngeluh soal bug,selama ini nemu bug cuma kadang ketika ke patung karakter ga nge heal,semoga update selanjutnya hal itu beres ya,itu aja ga ada komentar bagus seru,bikin penasaran terus sama alur ceritanya",5
838,Abel Kaisyah,"Aaa kerenn bangett, grafik cakep, seru lagi😁 berasa pindah dunia😁",5
839,kimi maru,"Updateannya udah bagus tapi saya menemukan beberapa Bug. 1. Beberapa bangunan terkadang seperti menghilang-hilang. 2. Saat karakter di tempat yang dalam lautan itu dan keluar dari gamenya lalu masuk lagi pas menunggu di loading yang ada ikon element itu pasti loading elementnya berulang-ulang kali, Tapi pada saat itu juga kita masih bisa menggerakkan karakter tersebut/menekan tombol apapun tapi masih keadaan layar loading elementnya berulang-ulang itu.",5
840,hamka alfanie,"Dari segi grafik, cerita, dah sangat bagus. Dan juga tolong tambahkan fitur voice untuk mode Co-op agar lebih mudah berkomunikasi saat bermain dan juga tambahkan fitur untuk gamepad untuk android jangan cuma honkai star rail saja yang ada karena itu akan sangat membantu untuk fight di spiral Abbys dan menjelajah.",5
841,Andra 123,"Game nya bagus , cuma hp gw nya aja yang burik jadi sering ngelag kalok pakai grafik tinggi 🗿",5
842,Jason valiant,haizzz konten end game tak ade yang menarik selain abyss + compress lah size nya bengkak bangat dah 🤦‍♂️,3
843,Maulana Lubis,"Ini game apaan sih. Emang visual dalam gamenya bagus cuma kok macam mengekuti alur cerita jadinya ini game. Kupikirnya game kayak di pc itu. Mengerjakan quest bunuh"" moster. Ini malah ceritanya yang banyak dari pada aksi dalam gamenya",1
844,Leon Riady,"Kapan genshin punya tunggangan dan kendaraan? Game sudah sangat bagus, tapi sayang kalo game open world sebagus ini nggak ada fitur tunggangan nya, berasa kurang",5
845,akunpribadi blackshark3,"dari segi grafik,game play semuanya udah bagus,tapi lebih bagus di kasih fitur on mic biar Co-op lebih menarik,hanya melampiaskan unek"" saja siapa tau di baca😁",5
846,Mochamad Hasani,"Overall gua main dri awal rilis sampe sekarang puas banget, di tambah bakal di adaptasi jdi anime yg walaupun ntah kapan tpi setidaknya udah pasti bakalan ada bukan cuma rumor,.",5
847,Ahmad Dani,"Game seru tapi kok,tapi jaringanya kok sering kuning ya,tapi aman kok masih lancar,gimana nih?mau lanjut ga",5
848,satria hutama,"Grafisnya bagus (jika hp kalian ngga kentang) ,ceritanya bagus meskipun bosnya sulit, saya main dari versi 1.4 seru banget overall dari mondstand sampe Fontaine bagus tapi tolong spiral Abby's jangan sulit sulit apalagi lantai 11 ,terus waktu farming artefak diberi artefak yang ngga ampas gachanya cukup karakter aja jangan artefaknya juga",5
849,RX•D,Makin berat size-nya tapi kalo performance dalam in-game sangat baik atau bener bener dieksekusi dengan baik tapi yang jadi konseling sekarang adalah size-nya yang makin lama makin besar,5
850,Zhafirah Putri Fitria,"Game ini bagus banget menurutku, mulai dari grafik, story dan lainnya. Cuman, kenapa ya pas aku main selalu ping merah padahal sinyal internetku kuat banget, dan juga ngelag parah padahal udah mengosongkan penyimpanan, tolong diperbaiki dong pihak Developer (Hoyoverse), supaya para player nggak mengalami lag",5
851,Rian Senpai,Gamenya bagus... Cuman asal setiap update pasti voice bahasa Jepang nya menjadi bisu... Masak iya harus download ulang lagi voice Jepang nya,4
852,Mikoto,"Wah parah hadiah primo misi harian hilang padahal blm nyelesain dan tulisannya misi harian 4/4 sendirinya, pdhal masih ada quest hariannya pas di kerjain ko ga dikasih primonya, gara"" Ngerjain exsplor buka peti dianggap misi harian 4/4/selesai kan aneh jadi rugi 40 primo hilang.. malah jadi hilang hadiah primo misi hariannya parah banget.... Gimana nih developer?",2
853,フェンアヤ,Developer paling busuk! Semua gamenya loading nya lama & banyak gak cuma 1,1
854,Rafly Rafsanjani,Dari Segi Eksplorasi dan Cerita sangat menarik. Semoga saja 7 region hanya pengenalan awal dan kelanjutan ceritanya lebih panjang lagi.,5
855,Shirone Horizon,"Eventnya kurang bervariasi, bisa di tambah variasinya biar gk monoton",5
856,Bagus Oka Surya,"Realme 8 lancar, cerita nya bagus, dan game mekanis nya mudah dipahami Sekarang dengan dub JP, total kapasitas penyimpanannya tembus 37 GB",5
857,Aneh Makhluk,Tolong kasih fitur terjemahan donk dari bahasa asing ke Indonesia Agar lebih mudah interaksi dengan beda negara . terimakasih,5
858,Azka Arsenio Nararya,Bagus si game nya tapi aku kok gk bisa login tolong diperbaiki🙏🙏,5
859,Frederica B.T,Game nya bagus sih tapi yah usahakan mihoyo kalau ngasih hadiah aniv tahun depan jangan terlalu pelit ya:),5
860,Hana Amira,Bagus dan seru map juga luas jadi bosan buat jelajahin🤣 juga karakternya bagus meski gacha ampas,5
861,2A Al harits,"Game nya lumayan , setelah ngasih rating jelek, baru di kasih artefak yang bagus, ga sia2 ngasih rating bintang 1",4
862,Nakano Net なかの みく,Bikin Fitur kayak yg di Honkai Starrail kalo resin dah full tapi masih bisa ke isi otomatis lagi atau naikin max resin jadi 200,5
863,Violetz XD,Gw baru main dari bulan april2023 kemarin dan sampai sekarang ngestuck di ar25 karena males ngerjain quest:v dari grafik sih bagus ya karakter nya pada cantik/ganteng semua :v,5
864,Jonathan E,"Gamenya seru, banyak karakter yang bisa dimainkan. Semoga Developer bisa mengembangkan Genshin Impact lebih bagus lagi.",5
865,Ghani Al Fayyadh,"Penilaian ku sekarang ununtuk genshin semakin menurun kami bermain untuk mencari hiburan ketika kami beranjak waktu semakin dewasa waktu kami untuk bermain game sudah terbatas permasalahannya pada alur game yang tidak bisa di skip memakan waktu banyak tidak sepat meluangkan waktu, ya sengaja rating semakin menurun saya sangat senang game ini bahkan bisa di bilang game favorit tapi untuk kapasitas ukuran game dan waktu yang di sita semakin lama semakin tidak bisa di tanggulangi",2
866,M Facrudin Tio,"Pay to win.... Game bagus, gambar ok, alur cerita lama-lama bosenin dan sekarang lebih banyak dialog nya dari pada mainnya. Saya saranin Lebih baik jualan komik dari pada game! Kalau masalah ukuran ok lah, game ps4 dan ps5 lebih gila lagi. Menurut saya game yang buat menarik itu gacha-nya, dapat item atau heronya bisa buat semangat mainnya. Kalau udah itemnya sama mulu, hero sss gak pernah dapat, mahal pula! Saya saranin gulung tikar aja. (Amin)",2
867,Inumaki Senpai,Kalau bisa sise updatenya dipangkas lagi kasian temen aku udah gak bisa main,5
868,billy fachry,Overall bagus sih dr segala aspek ..cuman yg ga suka 1 sih ada permainan kartu .. mnurut aku kurang bagus . Mending d pisahin game nya,4
869,As syifa Rahma,"Dari segi alur cerita, grafik nya mantep, tapi di hp aku kok suka ngefreze ya, padahal awalnya ga gini, sebelum update redmi 12:(",4
870,Aldi Setiawan,"Terima kasih untuk developer gensin udah buat game seseru ini,mungkin ini saat nya pensi untuk update 4.0 udah ga muat untuk pengguna android seperti saya ,terima kasih banget udah nemenin hari hari nya dan juga makasih dari gensin saya menemukan jodoh saya, Terima kasih dan selamat tinggal",1
871,Muhamad Hanif,"Sebenernya gamenya bagus secara grafik, story, dan lain-lain tapi memori yang dibutuhkan banyak sekali walaupun memang sepadan",5
872,Samsung A14,"Gilaaa ngunduh datanya lama and data nya gede banget,karna aku pake data gk pake wifi😮‍💨",3
873,Rizky Yulianto,"Hp saya tidak mampu lagi mainkan di patch 4.0,memori sudah tidak cukup, yasudah saatnya jual akun",5
874,Riska Gilang,"Kepada team, aku tidak tau harus bagaimana lagi, dan terima kasih karena telah menciptakan game seperti ini, saya sangat menyukainya, sekali lagi terima kasih",5
875,Arya Iska,"Gamenya overall sih keren, grafik ga ush ditanya lagi ya jelas hd. Ni game the best dh menurut gw (btw hoyoverse kapan kasih gwe klee)",5
876,Shoma,Suka game nya tapi tidak dengan internet nya. Kenapa ping selalu di atas 100ms?,3
877,Sukman Dani,Gamenya bagus tapi gw bingung kenapa gak support controller? Padahal versi IOS bisa? Tolong hadirkan fitur support controller nya🙏,5
878,Official Nugraha Adistira,"Game apa ini, udh cape cape download lagi setelah lama ga main, pas buka akunnya lagi malah macet ga gerak Samsek, males bgt gw mainnya",1
879,AGGE AKMAL,Update luar dalam aplikasi nya terlalu besar buat mobile,4
880,"Takagi Level,s",Game yang sangat bagus tapi akhir akhir ini ada masalh saat saya mau ganti email atau mau ganti sandi itu selalu kena terlalu banyak permintaan atau jarigan beresiko saat ini mohon bantuan nya hoyoverse,5
